CH130	OptDecentr_0.5	84	2	10	=	473	1467+1522+=	2990	99	0+0+=	0
CH130	OptDecentr_0.5	85	2	10	=	853	2062+963+=	3026	99	0+0+=	0
CH130	OptDecentr_0.5	86	2	10	=	242	1120+1337+=	2457	99	0+0+=	0
CH130	OptDecentr_0.5	87	2	10	=	266	1591+1159+=	2751	99	0+0+=	0
CH130	OptDecentr_0.5	88	2	10	=	201	1029+1197+=	2227	99	0+0+=	0
CH130	OptDecentr_0.5	89	2	10	=	246	1693+1191+=	2885	99	0+0+=	0
CH130	OptDecentr_0.5	90	2	10	=	341	994+1274+=	2269	99	0+0+=	0
CH130	OptDecentr_0.5	91	2	10	=	137	1381+949+=	2330	99	0+0+=	0
CH130	OptDecentr_0.5	92	2	10	=	202	923+1298+=	2222	99	0+0+=	0
CH130	OptDecentr_0.5	93	2	10	=	155	1283+868+=	2151	99	0+0+=	0
CH130	OptDecentr_0.5	94	2	10	=	165	984+1097+=	2082	99	0+0+=	0
CH130	OptDecentr_0.5	95	2	10	=	176	1430+1172+=	2603	99	0+0+=	0
CH130	OptDecentr_0.5	96	2	10	=	269	1684+898+=	2582	99	0+0+=	0
CH130	OptDecentr_0.5	97	2	10	=	147	1237+1271+=	2508	99	0+0+=	0
CH130	OptDecentr_0.5	98	2	10	=	174	1239+1414+=	2653	99	0+0+=	0
CH130	OptDecentr_0.5	99	2	10	=	160	1235+1151+=	2387	99	0+0+=	0
CH130	OptDecentr_0.5	100	2	10	=	248	1682+987+=	2669	99	0+0+=	0
CH130	OptDecentr_0.5	101	2	10	=	257	1645+996+=	2642	99	0+0+=	0
CH130	OptDecentr_0.5	102	2	10	=	631	1274+1535+=	2810	99	0+0+=	0
CH130	OptDecentr_0.5	103	2	10	=	144	1540+1034+=	2574	99	0+0+=	0
CH130	OptDecentr_0.5	104	2	10	=	344	994+1546+=	2540	99	0+0+=	0
CH130	OptDecentr_0.5	105	2	10	=	219	1719+1126+=	2845	99	0+0+=	0
CH130	OptDecentr_0.5	106	2	10	=	145	1064+1547+=	2611	99	0+0+=	0
CH130	OptDecentr_0.5	107	2	10	=	90	1635+891+=	2527	99	0+0+=	0
CH130	OptDecentr_0.5	108	2	10	=	285	1547+1237+=	2785	99	0+0+=	0
CH130	OptDecentr_0.5	109	2	10	=	163	1479+1020+=	2499	99	0+0+=	0
CH130	OptDecentr_0.5	110	2	10	=	204	1576+1066+=	2643	99	0+0+=	0
CH130	OptDecentr_0.5	111	2	10	=	152	1455+799+=	2254	99	0+0+=	0
